loan,duration,poutcome,job,y
no,290,unknown,housemaid,no
yes,45,unknown,self-employed,no
no,115,failure,admin.,no
no,85,unknown,technician,no
no,176,unknown,management,no
yes,126,unknown,technician,no
no,74,unknown,management,no
yes,98,unknown,blue-collar,no
no,373,unknown,management,no
yes,502,unknown,technician,no
yes,143,unknown,admin.,no
yes,220,unknown,blue-collar,no
no,112,unknown,management,no
no,139,other,management,no
no,128,failure,management,no
no,141,unknown,retired,no
no,137,unknown,management,no
no,72,unknown,technician,no
no,191,unknown,management,no
no,268,unknown,services,no
no,90,unknown,technician,no
no,1386,unknown,retired,no
no,40,unknown,entrepreneur,no
no,166,failure,admin.,no
no,483,failure,technician,no
no,375,unknown,technician,no
no,77,unknown,student,no
no,69,unknown,services,no
no,394,unknown,services,no
no,140,unknown,technician,no
no,873,unknown,technician,no
yes,554,unknown,services,no
yes,194,failure,services,no
yes,176,unknown,admin.,no
yes,118,other,management,no
no,97,unknown,management,no
no,298,unknown,management,no
no,159,failure,blue-collar,no
no,141,unknown,technician,no
no,115,failure,management,no
no,64,unknown,retired,no
yes,370,unknown,technician,no
no,287,unknown,blue-collar,no
no,554,unknown,unemployed,no
no,331,unknown,technician,no
no,758,unknown,technician,no
no,40,unknown,management,no
no,177,unknown,student,no
no,325,unknown,technician,no
no,282,unknown,blue-collar,no
yes,120,failure,technician,no
yes,93,unknown,blue-collar,no
no,257,failure,self-employed,no
no,46,unknown,technician,no
yes,249,unknown,services,no
no,155,unknown,admin.,no
yes,267,unknown,blue-collar,no
yes,230,unknown,technician,no
no,111,failure,services,no
no,1809,unknown,technician,no
no,189,unknown,admin.,no
no,238,unknown,admin.,no
no,33,unknown,unknown,no
no,185,unknown,admin.,no
yes,965,unknown,services,no
no,263,failure,management,no
no,224,unknown,technician,no
no,368,unknown,unemployed,no
no,76,unknown,self-employed,no
yes,164,unknown,blue-collar,no
no,128,unknown,services,no
no,93,success,management,no
no,151,unknown,blue-collar,no
yes,283,unknown,retired,no
no,73,unknown,services,no
no,261,unknown,admin.,no
no,109,unknown,retired,no
no,382,unknown,management,no
yes,92,unknown,blue-collar,no
no,107,failure,management,no
no,188,unknown,blue-collar,no
no,152,unknown,blue-collar,no
no,477,unknown,admin.,no
no,120,unknown,technician,no
no,333,unknown,management,no
no,168,unknown,blue-collar,no
no,314,unknown,technician,no
yes,164,unknown,admin.,no
no,619,unknown,blue-collar,no
yes,255,failure,management,no
no,291,unknown,admin.,no
no,289,unknown,technician,no
yes,786,unknown,blue-collar,no
no,116,unknown,technician,no
no,21,unknown,management,no
no,58,unknown,entrepreneur,no
no,41,unknown,management,no
no,180,unknown,retired,no
no,84,unknown,technician,no
yes,146,unknown,blue-collar,no
no,160,unknown,retired,no
no,112,unknown,management,no
yes,95,unknown,entrepreneur,no
yes,203,unknown,retired,no
no,203,failure,retired,no
no,5,unknown,blue-collar,no
no,104,failure,services,no
no,24,failure,management,no
no,57,unknown,entrepreneur,no
no,10,unknown,technician,no
no,485,unknown,admin.,no
no,117,unknown,technician,no
no,420,unknown,technician,no
no,135,unknown,management,no
yes,95,unknown,retired,no
yes,49,unknown,admin.,no
no,448,unknown,services,no
no,389,unknown,services,no
no,115,unknown,management,no
no,456,unknown,services,no
no,89,unknown,blue-collar,no
no,612,unknown,blue-collar,no
no,1199,other,services,no
no,6,unknown,admin.,no
yes,136,unknown,services,no
no,212,failure,technician,no
no,33,unknown,technician,no
no,180,unknown,technician,no
yes,389,unknown,admin.,no
no,65,unknown,technician,no
no,185,failure,services,no
no,159,unknown,management,no
no,112,unknown,entrepreneur,no
no,113,unknown,technician,no
no,473,success,blue-collar,no
no,99,failure,admin.,no
no,89,success,admin.,no
no,100,unknown,management,no
no,353,unknown,technician,no
no,186,unknown,blue-collar,no
no,235,unknown,blue-collar,no
yes,369,unknown,entrepreneur,no
no,50,unknown,admin.,no
no,12,unknown,unemployed,no
no,112,unknown,self-employed,no
no,16,unknown,blue-collar,no
no,234,unknown,services,no
yes,148,unknown,technician,no
no,143,unknown,blue-collar,no
no,118,failure,blue-collar,no
no,212,unknown,blue-collar,no
no,281,unknown,management,no
no,203,unknown,management,no
no,333,unknown,technician,no
no,120,failure,management,no
no,97,unknown,retired,no
no,120,unknown,blue-collar,no
no,100,failure,services,no
no,178,unknown,unemployed,no
no,184,unknown,blue-collar,no
no,317,unknown,management,no
no,51,unknown,self-employed,no
no,217,unknown,blue-collar,no
no,52,other,unemployed,no
yes,36,failure,management,no
no,306,unknown,housemaid,no
no,40,unknown,self-employed,no
no,17,unknown,services,no
yes,47,other,management,no
no,114,unknown,management,no
yes,714,unknown,blue-collar,no
no,61,failure,self-employed,no
no,277,unknown,blue-collar,no
no,84,unknown,unemployed,no
no,170,unknown,blue-collar,no
yes,246,unknown,services,no
no,107,unknown,management,no
no,159,unknown,blue-collar,no
no,101,unknown,blue-collar,no
no,580,unknown,management,no
no,133,failure,blue-collar,no
no,185,failure,blue-collar,no
no,183,unknown,blue-collar,no
no,116,unknown,management,no
no,304,failure,blue-collar,no
no,36,unknown,management,no
no,62,unknown,technician,no
no,324,unknown,services,no
no,117,unknown,blue-collar,no
yes,27,unknown,technician,no
no,128,unknown,services,no
no,105,unknown,services,no
no,191,unknown,technician,no
no,914,unknown,blue-collar,no
no,386,unknown,blue-collar,no
no,152,unknown,retired,no
no,101,unknown,retired,no
no,533,unknown,management,no
yes,49,unknown,blue-collar,no
no,445,unknown,technician,no
no,135,unknown,blue-collar,no
yes,108,unknown,unemployed,no
yes,138,other,management,no
no,204,failure,unemployed,no
no,59,unknown,admin.,no
yes,112,unknown,self-employed,no
no,109,unknown,management,no
no,567,unknown,technician,no
no,227,unknown,services,no
no,295,unknown,blue-collar,no
no,95,unknown,admin.,no
yes,323,unknown,management,no
yes,158,failure,management,no
no,342,unknown,technician,no
no,6,unknown,admin.,no
no,203,unknown,blue-collar,no
no,112,unknown,unemployed,no
no,194,unknown,management,no
no,71,unknown,technician,no
yes,528,failure,unemployed,no
no,645,unknown,management,no
no,231,failure,services,no
no,27,failure,blue-collar,no
no,197,unknown,student,no
no,41,unknown,admin.,no
no,249,unknown,blue-collar,no
yes,213,unknown,admin.,no
yes,5,unknown,management,no
no,339,unknown,technician,no
no,16,unknown,technician,no
no,117,unknown,admin.,no
no,228,unknown,services,no
no,435,unknown,management,no
yes,100,unknown,admin.,no
no,352,unknown,management,no
no,205,unknown,management,no
no,131,other,admin.,no
no,356,unknown,blue-collar,no
no,236,unknown,management,no
yes,114,failure,management,no
no,45,unknown,blue-collar,no
no,274,unknown,technician,no
no,21,failure,management,no
no,103,unknown,housemaid,no
no,66,unknown,technician,no
no,358,failure,blue-collar,no
no,49,unknown,admin.,no
no,149,failure,blue-collar,no
no,109,unknown,blue-collar,no
no,10,unknown,entrepreneur,no
no,319,unknown,housemaid,no
no,397,unknown,blue-collar,no
no,210,unknown,housemaid,no
no,68,unknown,management,no
no,675,unknown,blue-collar,no
no,135,other,student,no
no,252,unknown,blue-collar,no
no,64,unknown,entrepreneur,no
no,122,unknown,technician,no
no,50,unknown,management,no
no,188,unknown,management,no
no,243,unknown,management,no
yes,339,unknown,technician,no
no,201,unknown,services,no
no,227,unknown,blue-collar,no
no,829,unknown,housemaid,no
yes,213,unknown,technician,no
no,402,unknown,management,no
no,693,unknown,blue-collar,no
yes,5,unknown,admin.,no
no,176,unknown,blue-collar,no
no,508,unknown,blue-collar,no
no,274,unknown,admin.,no
yes,686,unknown,admin.,no
no,258,unknown,blue-collar,no
no,352,other,technician,no
no,31,unknown,technician,no
no,558,unknown,entrepreneur,no
no,145,failure,technician,no
no,94,unknown,unemployed,no
no,143,unknown,management,no
no,61,unknown,management,no
yes,289,unknown,blue-collar,no
no,140,unknown,technician,no
no,92,unknown,technician,no
no,185,unknown,blue-collar,no
yes,95,unknown,technician,no
no,185,unknown,admin.,no
no,151,unknown,blue-collar,no
no,614,failure,blue-collar,no
no,115,unknown,blue-collar,no
no,283,unknown,services,no
yes,344,unknown,admin.,no
no,109,unknown,blue-collar,no
no,379,other,housemaid,no
no,16,unknown,technician,no
no,126,unknown,blue-collar,no
no,159,failure,management,no
no,312,unknown,services,no
no,45,unknown,blue-collar,no
no,88,unknown,technician,no
no,278,unknown,management,no
no,107,failure,housemaid,no
yes,40,unknown,technician,no
no,57,unknown,management,no
no,181,unknown,retired,no
no,83,unknown,blue-collar,no
no,85,unknown,admin.,no
no,99,unknown,technician,no
no,397,unknown,services,no
no,632,unknown,blue-collar,no
no,128,unknown,management,no
no,22,unknown,blue-collar,no
no,238,unknown,management,no
no,304,unknown,services,no
no,242,unknown,admin.,no
yes,18,unknown,blue-collar,no
no,98,unknown,student,no
no,213,unknown,technician,no
no,311,unknown,blue-collar,no
no,59,unknown,services,no
no,214,unknown,services,no
no,290,unknown,admin.,no
no,144,unknown,management,no
no,144,unknown,blue-collar,no
no,103,unknown,self-employed,no
yes,35,unknown,admin.,no
no,140,unknown,blue-collar,no
no,89,unknown,management,no
no,383,unknown,admin.,no
no,210,other,blue-collar,no
no,78,unknown,management,no
no,144,failure,self-employed,no
no,29,unknown,blue-collar,no
no,166,unknown,self-employed,no
yes,136,unknown,blue-collar,no
no,57,other,admin.,no
no,173,unknown,technician,no
no,165,unknown,blue-collar,no
no,128,unknown,retired,no
yes,34,unknown,entrepreneur,no
no,103,unknown,technician,no
no,143,failure,services,no
no,82,unknown,management,no
no,11,unknown,unemployed,no
no,279,unknown,technician,no
no,205,unknown,self-employed,no
no,112,unknown,housemaid,no
no,139,unknown,management,no
no,429,unknown,blue-collar,no
no,127,unknown,admin.,no
yes,116,unknown,admin.,no
no,24,unknown,blue-collar,no
no,394,other,technician,no
no,114,unknown,blue-collar,no
no,516,failure,technician,no
no,13,unknown,technician,no
no,96,unknown,technician,no
yes,124,failure,management,no
no,373,unknown,admin.,no
no,74,unknown,technician,no
no,354,unknown,services,no
no,371,failure,technician,no
yes,337,unknown,housemaid,no
no,152,unknown,management,no
no,282,unknown,blue-collar,no
no,161,failure,management,no
no,148,unknown,retired,no
no,185,unknown,technician,no
no,214,unknown,management,no
no,44,unknown,blue-collar,no
no,226,unknown,management,no
no,7,unknown,management,no
no,299,unknown,blue-collar,no
no,534,failure,technician,no
no,24,other,blue-collar,no
no,195,failure,blue-collar,no
no,217,other,retired,no
no,98,unknown,admin.,no
yes,200,unknown,technician,no
no,42,unknown,blue-collar,no
no,280,unknown,admin.,no
no,8,failure,management,no
no,124,unknown,management,no
no,738,unknown,management,no
no,364,unknown,self-employed,no
no,241,unknown,management,no
no,201,unknown,unemployed,no
no,161,unknown,blue-collar,no
no,126,unknown,blue-collar,no
yes,94,unknown,admin.,no
no,125,unknown,unemployed,no
no,384,failure,management,no
no,178,unknown,blue-collar,no
no,79,unknown,technician,no
no,139,unknown,unknown,no
no,96,unknown,housemaid,no
no,56,unknown,technician,no
no,39,unknown,blue-collar,no
yes,210,unknown,technician,no
yes,97,unknown,services,no
no,334,unknown,blue-collar,no
no,569,unknown,management,no
no,166,failure,management,no
no,1461,unknown,management,no
no,1121,failure,management,no
no,46,unknown,management,no
no,17,unknown,technician,no
no,148,unknown,housemaid,no
no,105,unknown,services,no
no,396,unknown,services,no
yes,163,unknown,blue-collar,no
no,209,unknown,admin.,no
no,40,unknown,management,no
no,80,unknown,management,no
no,142,unknown,services,no
yes,192,unknown,management,no
no,352,other,technician,no
no,278,unknown,management,no
no,53,failure,management,no
no,36,unknown,management,no
no,317,failure,student,no
no,11,other,technician,no
no,154,unknown,blue-collar,no
no,153,unknown,unemployed,no
no,106,unknown,management,no
yes,143,unknown,services,no
yes,604,unknown,management,no
no,96,failure,student,no
no,54,unknown,management,no
no,652,unknown,admin.,no
no,181,unknown,blue-collar,no
no,148,unknown,blue-collar,no
no,160,unknown,entrepreneur,no
no,130,unknown,admin.,no
yes,12,unknown,technician,no
yes,258,unknown,services,no
no,443,unknown,management,no
no,273,unknown,blue-collar,no
no,318,unknown,retired,no
yes,64,failure,admin.,no
yes,525,unknown,technician,no
no,142,unknown,services,no
no,310,unknown,management,no
no,668,unknown,admin.,no
no,415,unknown,admin.,no
no,248,unknown,admin.,no
no,705,unknown,student,no
no,89,unknown,admin.,no
no,41,unknown,blue-collar,no
no,187,unknown,technician,no
no,61,unknown,retired,no
no,37,unknown,blue-collar,no
no,388,unknown,retired,no
no,196,unknown,admin.,no
no,104,unknown,self-employed,no
no,124,unknown,blue-collar,no
no,759,unknown,management,no
yes,73,unknown,services,no
no,203,unknown,self-employed,no
yes,59,unknown,services,no
no,110,unknown,services,no
no,99,unknown,technician,no
no,414,unknown,blue-collar,no
no,63,unknown,blue-collar,no
yes,120,failure,entrepreneur,no
no,170,unknown,services,no
no,137,unknown,blue-collar,no
no,111,unknown,unemployed,no
no,17,unknown,self-employed,no
no,239,unknown,blue-collar,no
no,28,unknown,housemaid,no
no,151,unknown,management,no
no,176,unknown,technician,no
no,8,success,management,no
yes,105,unknown,management,no
no,137,unknown,housemaid,no
no,122,unknown,self-employed,no
no,32,unknown,unknown,no
no,107,failure,services,no
no,591,unknown,technician,no
no,113,unknown,retired,no
no,152,failure,technician,no
no,353,unknown,services,no
yes,282,other,services,no
no,51,failure,services,no
no,75,failure,admin.,no
no,175,other,management,no
no,120,failure,admin.,no
no,122,unknown,services,no
no,641,unknown,unemployed,no
no,114,unknown,technician,no
no,244,unknown,blue-collar,no
no,246,unknown,admin.,no
no,146,unknown,management,no
yes,49,unknown,management,no
no,476,unknown,technician,no
no,110,unknown,management,no
no,50,unknown,blue-collar,no
no,62,unknown,admin.,no
no,13,unknown,admin.,no
no,155,unknown,self-employed,no
no,61,unknown,management,no
no,55,unknown,blue-collar,no
no,912,unknown,blue-collar,no
no,148,unknown,blue-collar,no
no,260,unknown,unemployed,no
no,64,unknown,technician,no
no,122,success,blue-collar,no
no,105,unknown,services,no
no,351,unknown,student,no
no,619,failure,unemployed,no
no,199,unknown,entrepreneur,no
no,343,failure,admin.,no
no,600,unknown,blue-collar,no
no,338,unknown,management,no
no,128,unknown,retired,no
no,245,unknown,blue-collar,no
no,280,unknown,blue-collar,no
no,152,unknown,housemaid,no
no,259,unknown,management,no
no,176,failure,technician,no
no,353,unknown,blue-collar,no
no,276,unknown,technician,no
no,138,unknown,retired,no
yes,159,unknown,management,no
no,64,unknown,management,no
yes,328,unknown,admin.,no
no,109,success,student,no
yes,50,unknown,blue-collar,no
no,153,unknown,admin.,no
no,138,unknown,self-employed,no
no,125,unknown,admin.,no
no,221,unknown,technician,no
no,117,unknown,self-employed,no
no,277,failure,blue-collar,no
no,61,failure,technician,no
no,200,unknown,blue-collar,no
no,106,unknown,technician,no
yes,157,unknown,management,no
no,133,unknown,technician,no
no,68,unknown,blue-collar,no
no,80,other,services,no
no,188,unknown,blue-collar,no
no,287,unknown,management,no
no,149,unknown,technician,no
no,796,unknown,student,no
no,154,unknown,technician,no
no,824,unknown,blue-collar,no
no,346,unknown,technician,no
no,240,unknown,management,no
yes,155,unknown,technician,no
no,89,unknown,admin.,no
no,78,unknown,technician,no
no,399,unknown,student,no
no,38,unknown,blue-collar,no
no,801,failure,retired,no
no,374,unknown,self-employed,no
yes,93,unknown,admin.,no
no,240,failure,management,no
yes,267,unknown,technician,no
no,409,unknown,services,no
no,136,unknown,blue-collar,no
yes,168,unknown,blue-collar,no
no,287,unknown,services,no
yes,148,unknown,management,no
no,157,unknown,housemaid,no
no,70,unknown,unemployed,no
yes,540,other,entrepreneur,no
no,463,unknown,management,no
no,598,failure,technician,no
no,122,unknown,management,no
yes,369,unknown,blue-collar,no
yes,161,unknown,retired,no
no,293,unknown,management,no
no,152,unknown,management,no
no,362,unknown,management,no
yes,164,unknown,blue-collar,no
no,52,unknown,admin.,no
no,206,unknown,blue-collar,no
no,157,unknown,admin.,no
no,289,unknown,unemployed,no
no,134,failure,management,no
no,189,unknown,admin.,no
no,150,unknown,retired,no
no,80,unknown,self-employed,no
no,44,unknown,admin.,no
no,142,unknown,housemaid,no
no,122,unknown,blue-collar,no
no,64,unknown,unemployed,no
no,298,unknown,services,no
no,104,unknown,management,no
no,70,unknown,retired,no
no,413,unknown,technician,no
yes,117,unknown,management,no
yes,462,unknown,technician,no
no,162,unknown,admin.,no
no,255,unknown,services,no
no,121,unknown,blue-collar,no
no,280,unknown,management,no
no,105,failure,services,no
no,289,unknown,blue-collar,no
no,99,other,admin.,no
no,29,other,services,no
yes,289,unknown,entrepreneur,no
no,195,unknown,blue-collar,no
yes,207,unknown,unemployed,no
no,423,unknown,blue-collar,no
no,134,unknown,blue-collar,no
no,273,unknown,services,no
no,61,unknown,management,no
no,833,unknown,blue-collar,no
no,361,unknown,management,no
yes,163,unknown,self-employed,no
no,210,unknown,technician,no
no,526,unknown,blue-collar,no
no,278,unknown,entrepreneur,no
no,28,unknown,self-employed,no
no,201,failure,admin.,no
no,160,unknown,management,no
no,409,unknown,services,no
no,115,unknown,blue-collar,no
no,454,unknown,technician,no
no,23,unknown,housemaid,no
no,70,unknown,management,no
no,24,unknown,services,no
no,59,unknown,blue-collar,no
yes,14,unknown,services,no
no,26,unknown,blue-collar,no
no,101,unknown,unemployed,no
no,402,failure,services,no
no,112,unknown,blue-collar,no
no,33,unknown,housemaid,no
no,83,unknown,admin.,no
no,86,unknown,services,no
yes,118,unknown,blue-collar,no
no,282,unknown,unemployed,no
no,91,unknown,technician,no
no,71,unknown,services,no
no,158,unknown,admin.,no
no,109,unknown,technician,no
no,251,unknown,services,no
no,34,unknown,technician,no
no,51,failure,admin.,no
no,199,unknown,entrepreneur,no
no,103,unknown,technician,no
no,86,unknown,unemployed,no
no,272,unknown,blue-collar,no
no,132,unknown,services,no
no,293,unknown,blue-collar,no
no,222,unknown,technician,no
no,646,success,technician,no
yes,244,unknown,technician,no
no,337,unknown,blue-collar,no
no,221,unknown,services,no
no,243,unknown,technician,no
no,122,unknown,self-employed,no
yes,156,unknown,services,no
no,661,unknown,management,no
no,403,unknown,blue-collar,no
no,163,failure,admin.,no
no,205,unknown,admin.,no
no,24,unknown,technician,no
yes,128,unknown,technician,no
no,152,unknown,blue-collar,no
no,76,unknown,admin.,no
no,200,unknown,management,no
no,256,unknown,admin.,no
no,180,unknown,blue-collar,no
no,88,unknown,admin.,no
no,304,unknown,management,no
yes,65,unknown,management,no
no,80,unknown,entrepreneur,no
no,328,unknown,management,no
no,179,other,technician,no
no,195,unknown,retired,no
no,18,unknown,management,no
no,442,unknown,blue-collar,no
no,88,unknown,management,no
no,808,unknown,management,no
no,360,unknown,blue-collar,no
no,88,unknown,technician,no
no,143,other,retired,no
no,11,other,services,no
no,17,other,blue-collar,no
no,169,unknown,management,no
no,156,unknown,technician,no
no,27,unknown,blue-collar,no
yes,188,unknown,technician,no
no,124,unknown,technician,no
yes,24,failure,technician,no
no,102,unknown,unemployed,no
no,159,unknown,blue-collar,no
yes,105,unknown,technician,no
no,85,unknown,management,no
no,51,unknown,self-employed,no
no,19,unknown,blue-collar,no
yes,129,other,management,no
yes,127,unknown,management,no
yes,46,unknown,self-employed,no
no,239,unknown,management,no
no,420,unknown,unemployed,no
no,290,unknown,technician,no
yes,608,failure,blue-collar,no
no,463,failure,self-employed,no
no,133,unknown,technician,no
no,136,unknown,unemployed,no
no,434,unknown,admin.,no
no,147,unknown,unknown,no
no,280,failure,retired,no
no,217,success,technician,no
no,268,unknown,services,no
no,322,unknown,services,no
no,154,unknown,services,no
no,244,unknown,services,no
yes,293,unknown,blue-collar,no
no,201,unknown,technician,no
no,136,failure,management,no
no,228,unknown,self-employed,no
no,138,unknown,management,no
no,218,unknown,blue-collar,no
no,23,failure,entrepreneur,no
no,161,unknown,management,no
no,61,unknown,management,no
yes,50,unknown,admin.,no
no,77,unknown,management,no
yes,109,unknown,technician,no
yes,109,unknown,blue-collar,no
no,262,unknown,management,no
no,135,unknown,admin.,no
no,147,failure,management,no
no,587,unknown,services,no
no,111,unknown,blue-collar,no
no,132,unknown,services,no
no,253,unknown,housemaid,no
no,100,unknown,blue-collar,no
yes,120,unknown,technician,no
no,203,unknown,management,no
no,7,unknown,blue-collar,no
no,36,unknown,blue-collar,no
no,112,unknown,management,no
no,281,unknown,retired,no
no,228,unknown,retired,no
no,468,unknown,blue-collar,no
no,441,unknown,retired,no
no,702,unknown,management,no
no,181,unknown,admin.,no
no,144,unknown,technician,no
no,160,unknown,technician,no
no,29,failure,blue-collar,no
no,173,unknown,blue-collar,no
no,132,unknown,services,no
no,95,unknown,blue-collar,no
no,187,unknown,management,no
no,13,other,blue-collar,no
no,179,unknown,management,no
no,728,other,entrepreneur,no
no,786,unknown,blue-collar,no
no,80,failure,housemaid,no
yes,918,unknown,blue-collar,no
yes,564,unknown,blue-collar,no
no,227,unknown,admin.,no
no,330,unknown,admin.,no
no,79,unknown,management,no
no,761,unknown,management,no
yes,10,unknown,housemaid,no
no,157,other,admin.,no
no,286,unknown,unemployed,no
yes,420,unknown,blue-collar,no
no,80,unknown,housemaid,no
no,222,unknown,blue-collar,no
yes,82,unknown,technician,no
no,72,failure,technician,no
no,177,unknown,retired,no
no,72,unknown,management,no
no,159,unknown,technician,no
no,104,unknown,admin.,no
no,166,unknown,entrepreneur,no
no,106,success,blue-collar,no
no,179,unknown,entrepreneur,no
yes,278,unknown,admin.,no
no,239,unknown,admin.,no
no,135,unknown,services,no
no,132,other,retired,no
no,456,unknown,services,no
no,592,unknown,blue-collar,no
no,197,unknown,admin.,no
no,178,unknown,admin.,no
no,240,unknown,management,no
no,210,unknown,blue-collar,no
no,222,unknown,self-employed,no
no,125,unknown,services,no
yes,104,unknown,management,no
no,306,unknown,admin.,no
no,29,unknown,services,no
no,130,unknown,services,no
no,110,unknown,blue-collar,no
no,245,unknown,services,no
yes,114,unknown,admin.,no
no,59,unknown,technician,no
no,91,unknown,student,no
no,764,unknown,services,no
no,304,unknown,services,no
no,67,unknown,technician,no
no,179,unknown,services,no
no,625,unknown,technician,no
no,145,unknown,management,no
no,163,unknown,technician,no
no,485,unknown,unemployed,no
yes,309,unknown,blue-collar,no
no,24,unknown,management,no
no,697,unknown,blue-collar,no
no,29,unknown,blue-collar,no
no,196,unknown,blue-collar,no
no,103,unknown,admin.,no
no,200,other,blue-collar,no
no,400,unknown,services,no
no,88,unknown,admin.,no
no,416,unknown,blue-collar,no
no,295,unknown,retired,no
yes,266,unknown,technician,no
yes,779,unknown,blue-collar,no
yes,17,unknown,blue-collar,no
no,437,unknown,blue-collar,no
yes,10,unknown,services,no
no,286,unknown,admin.,no
no,64,unknown,management,no
yes,381,unknown,blue-collar,no
no,8,unknown,technician,no
no,227,unknown,unemployed,no
yes,228,unknown,technician,no
no,102,unknown,services,no
no,151,unknown,technician,no
no,46,unknown,admin.,no
no,154,unknown,blue-collar,no
no,168,unknown,blue-collar,no
no,210,unknown,technician,no
no,16,failure,blue-collar,no
no,124,unknown,blue-collar,no
yes,253,unknown,management,no
yes,85,other,management,no
yes,291,unknown,management,no
no,75,failure,technician,no
no,266,unknown,blue-collar,no
yes,381,unknown,management,no
yes,75,unknown,services,no
yes,198,unknown,services,no
no,317,unknown,blue-collar,no
no,72,failure,management,no
no,103,unknown,management,no
no,174,unknown,admin.,no
yes,471,unknown,blue-collar,no
no,378,unknown,management,no
no,122,unknown,retired,no
no,379,unknown,admin.,no
no,772,unknown,management,no
no,505,unknown,technician,no
no,124,unknown,management,no
no,155,unknown,blue-collar,no
no,168,unknown,blue-collar,no
no,77,unknown,management,no
no,154,unknown,management,no
yes,164,unknown,self-employed,no
yes,59,unknown,blue-collar,no
no,219,unknown,blue-collar,no
no,39,failure,self-employed,no
yes,220,failure,blue-collar,no
no,209,unknown,management,no
yes,207,failure,entrepreneur,no
yes,325,unknown,entrepreneur,no
yes,176,unknown,blue-collar,no
yes,106,unknown,blue-collar,no
yes,86,unknown,self-employed,no
no,128,unknown,blue-collar,no
no,419,unknown,services,no
no,114,unknown,technician,no
no,198,unknown,entrepreneur,no
no,74,failure,management,no
no,262,unknown,blue-collar,no
yes,200,unknown,management,no
no,55,unknown,management,no
no,909,unknown,admin.,no
no,304,unknown,blue-collar,no
yes,168,unknown,services,no
no,448,unknown,retired,no
no,535,unknown,housemaid,no
yes,680,unknown,technician,no
yes,44,unknown,blue-collar,no
no,68,unknown,retired,no
no,122,failure,entrepreneur,no
no,31,unknown,management,no
no,151,unknown,unemployed,no
no,247,unknown,blue-collar,no
no,140,unknown,technician,no
yes,33,other,management,no
no,406,unknown,management,no
no,81,unknown,blue-collar,no
no,255,unknown,blue-collar,no
no,254,unknown,blue-collar,no
no,229,unknown,retired,no
yes,406,unknown,management,no
no,275,unknown,management,no
no,984,unknown,blue-collar,no
no,150,failure,technician,no
yes,180,unknown,management,no
no,157,unknown,retired,no
no,554,unknown,management,no
no,605,unknown,blue-collar,no
no,104,unknown,blue-collar,no
no,194,failure,technician,no
yes,108,unknown,technician,no
no,219,unknown,admin.,no
no,27,unknown,management,no
no,132,unknown,management,no
no,31,unknown,blue-collar,no
no,119,success,technician,no
no,71,unknown,blue-collar,no
no,252,unknown,services,no
no,95,unknown,services,no
no,180,unknown,services,no
yes,237,unknown,blue-collar,no
no,121,failure,blue-collar,no
no,20,failure,entrepreneur,no
no,141,unknown,retired,no
no,267,unknown,blue-collar,no
no,173,unknown,blue-collar,no
no,391,unknown,blue-collar,no
yes,151,unknown,management,no
no,128,unknown,blue-collar,no
no,377,unknown,self-employed,no
yes,218,unknown,admin.,no
yes,74,failure,technician,no
no,93,unknown,student,no
no,387,unknown,technician,no
yes,243,unknown,blue-collar,no
no,123,success,admin.,no
yes,172,unknown,housemaid,no
no,51,unknown,unknown,no
no,22,unknown,entrepreneur,no
no,131,unknown,admin.,no
yes,248,failure,admin.,no
no,261,success,services,no
no,217,unknown,management,no
no,102,unknown,technician,no
no,238,failure,blue-collar,no
no,192,failure,management,no
yes,153,other,technician,no
no,334,unknown,blue-collar,no
no,383,unknown,blue-collar,no
yes,559,unknown,management,no
no,369,unknown,admin.,no
no,83,failure,self-employed,no
no,29,unknown,blue-collar,no
yes,390,unknown,blue-collar,no
no,87,unknown,technician,no
yes,215,unknown,entrepreneur,no
no,138,unknown,management,no
no,126,unknown,blue-collar,no
no,130,unknown,entrepreneur,no
no,319,unknown,management,no
no,257,unknown,unemployed,no
no,118,unknown,management,no
no,409,unknown,self-employed,no
no,136,unknown,blue-collar,no
no,118,unknown,blue-collar,no
yes,428,unknown,technician,no
no,67,unknown,technician,no
no,253,unknown,management,no
no,87,unknown,technician,no
yes,85,unknown,services,no
yes,291,unknown,blue-collar,no
no,254,failure,services,no
no,81,other,blue-collar,no
yes,236,unknown,blue-collar,no
yes,147,unknown,services,no
no,168,other,self-employed,no
no,337,unknown,blue-collar,no
no,219,unknown,blue-collar,no
no,165,unknown,admin.,no
no,1307,failure,management,no
no,249,failure,technician,no
no,232,unknown,management,no
yes,240,success,blue-collar,no
yes,127,unknown,technician,no
no,381,unknown,blue-collar,no
no,329,unknown,retired,no
no,169,unknown,technician,no
no,325,unknown,blue-collar,no
no,96,unknown,technician,no
no,121,unknown,blue-collar,no
yes,598,unknown,admin.,no
no,127,unknown,student,no
no,57,unknown,admin.,no
no,31,unknown,admin.,no
no,469,unknown,services,no
no,120,unknown,services,no
no,19,other,blue-collar,no
no,278,unknown,technician,no
yes,99,unknown,services,no
no,222,unknown,blue-collar,no
no,474,unknown,admin.,no
no,406,unknown,technician,no
no,104,success,management,no
no,136,unknown,technician,no
no,35,unknown,retired,no
yes,120,unknown,blue-collar,no
no,67,unknown,technician,no
yes,308,unknown,blue-collar,no
no,7,unknown,technician,no
no,104,unknown,entrepreneur,no
no,81,unknown,blue-collar,no
no,118,failure,blue-collar,no
yes,67,unknown,blue-collar,no
